"NOMS";"PRENOMS";"PHOTOS";"NATIONALITE";"Temps_L1";"Temps_L2";"Temps_N1";"Temps_N2";"Temps_N3";"Temps_Coupe_France";"Temps_Etranger_Jeunes";"Cartons_jaunes";"Dont_Second_jaunes";"Cartons_rouges";"Agent";"Valeur_Marchande";"URL_Profil";"Date_Naissance";"Position_Principale";"Forme_A";"Pied_Fort";"Taille";"Club_actuel";"Photo_Club";"Pays_Club_actuel";"Titu_25_26";"Nombre_Matchs_Equipe_25_26";"Pourcentage_titu_25_26";"Buts_25_26";"Passes_25_26";"Division_25_26";"Groupes_25_26";"Pays_25_26";"Titu_24_25";"Nombre_Matchs_Equipe_24_25";"Pourcentage_titu_24_25";"Buts_24_25";"Passes_24_25";"Division_24_25";"Groupes_24_25";"Pays_24_25";"Titu_23_24";"Nombre_Matchs_Equipe_23_24";"Pourcentage_titu_23_24";"Buts_23_24";"Passes_23_24";"Division_23_24";"Groupes_23_24";"Pays_23_24";"Titu_22_23";"Nombre_Matchs_Equipe_22_23";"Pourcentage_titu_22_23";"Buts_22_23";"Passes_22_23";"Division_22_23";"Groupes_22_23";"Pays_22_23";"Fin_contrat"
"Kamissoko";"Mamadou";"https://img.a.transfermarkt.technology/portrait/header/203759-1735833460.png?lm=1";"France";0;1166;3149;15939;2654;2265;2290;31;1;1;"PM Agency";"";"https://www.transfermarkt.fr/mamadou-kamissoko/profil/spieler/203759";"15 avr. 1993 (33)";"Défenseur central / Arrière gauche";"FC Girondins de Bordeaux";"";"1,92 m";"Angoulême CFC";"https://tmssl.akamaized.net//images/wappen/normquad/3915.png?lm=1617899387";"France";22;33;0,67;2;0;"N2";"A";"France";8;39;0,21;0;0;"N2";"A";"France";31;31;1;0;0;"N2";"B";"France";26;34;0,76;0;1;"N2";"D";"France";""
"Woum";"Tobias";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;2152;5322;270;0;15;0;0;NA;"";"https://www.transfermarkt.fr/tobias-woum-woum/profil/spieler/1147645";"24 juil. 2001 (24)";" / ";"";"";"";"Angoulême CFC";"https://tmssl.akamaized.net//images/wappen/normquad/3915.png?lm=1617899387";"France";26;33;0,79;1;0;"N2";"A";"France";27;27;1;1;0;"N3";"NA";"France";11;27;0,41;2;0;"N3";"PL";"France";0;0;0;0;0;"";"";"";""
"Llort";"Lucas";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;8753;2947;435;270;25;0;1;NA;"";"https://www.transfermarkt.fr/lucas-llort/profil/spieler/562463";"8 juin 1999 (26)";"Arrière gauche / Milieu gauche";"Montpellier HSC";"";"1,75 m";"Angoulême CFC";"https://tmssl.akamaized.net//images/wappen/normquad/3915.png?lm=1617899387";"France";30;33;0,91;1;3;"N2";"A";"France";23;34;0,68;3;0;"N2";"A";"France";14;28;0,5;3;1;"N2";"B";"France";24;30;0,8;1;0;"N2";"C";"France";""
"Sedagondji";"Maël";"https://img.a.transfermarkt.technology/portrait/header/704438-1745493184.jpeg?lm=1";"Bénin";0;0;0;2749;5749;259;16;26;0;0;NA;"";"https://www.transfermarkt.fr/mael-sedagondji/profil/spieler/704438";"23 août 1999 (26)";"Arrière droit / Défenseur central";"ASPTT Dijon";"";"1,78 m";"Angoulême CFC";"https://tmssl.akamaized.net//images/wappen/normquad/3915.png?lm=1617899387";"France";11;33;0,33;1;0;"N2";"A";"France";16;29;0,55;0;0;"N3";"IF";"France";8;22;0,36;2;0;"N3";"GE";"France";20;30;0,67;0;1;"N2";"B";"France";""
"Chauvier";"Théo";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;11694;2247;602;0;7;0;1;NA;"";"https://www.transfermarkt.fr/theo-chauvier/profil/spieler/804204";"26 juin 1999 (26)";"Arrière droit / Arrière gauche";"Chamois Niortais FC";"";"";"Angoulême CFC";"https://tmssl.akamaized.net//images/wappen/normquad/3915.png?lm=1617899387";"France";31;33;0,94;1;2;"N2";"A";"France";29;34;0,85;1;0;"N2";"A";"France";20;27;0,74;1;0;"N2";"B";"France";30;30;1;2;0;"N2";"A";"France";""
"Dasquet";"Thomas";"https://img.a.transfermarkt.technology/portrait/header/369795-1700684522.jpg?lm=1";"France";0;1169;1935;6669;2340;1172;10187;69;4;3;"Famille";"";"https://www.transfermarkt.fr/thomas-dasquet/profil/spieler/369795";"3 juin 1994 (31)";"Milieu défensif / Défenseur central";"ESTAC Troyes";"";"1,80 m";"Angoulême CFC";"https://tmssl.akamaized.net//images/wappen/normquad/3915.png?lm=1617899387";"France";7;33;0,21;1;0;"N2";"A";"France";19;30;0,63;0;1;"N2";"C";"France";27;27;1;1;0;"N1/L3";"";"Étranger";35;36;0,97;0;1;"L2";"";"Étranger";""
"Diaby";"Ibrahima";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"";0;0;0;148;0;41;0;1;0;0;NA;"";"https://www.transfermarkt.fr/ibrahima-diaby/profil/spieler/1117559";"23 avr. 2004 (22)";"Milieu défensif / Défenseur central";"Tours FC";"";"";"Angoulême CFC";"https://tmssl.akamaized.net//images/wappen/normquad/3915.png?lm=1617899387";"France";0;33;0;0;0;"N2";"A";"France";0;10;0;0;0;"N2";"A";"France";0;1;0;0;0;"Division étrangère";"";"France";0;0;0;0;0;"";"";"";""
"Foll";"Gatien";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;3751;2404;152;1976;17;0;0;"Talents";"";"https://www.transfermarkt.fr/gatien-foll/profil/spieler/975542";"28 juil. 2003 (22)";"Milieu défensif / Milieu central";"Stade Brestois 29";"";"";"Angoulême CFC";"https://tmssl.akamaized.net//images/wappen/normquad/3915.png?lm=1617899387";"France";25;33;0,76;0;0;"N2";"A";"France";20;30;0,67;0;4;"N2";"B";"France";0;0;0;0;0;"";"";"";19;26;0,73;0;0;"N3";"BR";"France";""
"Majid";"Ahmed";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;4364;1909;466;1360;7;0;2;"FAIR SPORT MNG";"";"https://www.transfermarkt.fr/ahmed-majid/profil/spieler/707226";"28 mars 2002 (24)";"Milieu central / Milieu défensif";"";"";"";"Angoulême CFC";"https://tmssl.akamaized.net//images/wappen/normquad/3915.png?lm=1617899387";"France";17;32;0,53;3;1;"N2";"A";"France";14;26;0,54;4;1;"N3";"BR";"France";19;27;0,7;2;0;"N2";"D";"France";18;25;0,72;3;1;"N2";"B";"France";""
"Meliande";"Paul";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;154;0;1879;4602;357;0;20;0;2;NA;"";"https://www.transfermarkt.fr/paul-meliande/profil/spieler/804546";"20 déc. 2001 (24)";" / ";"Pau FC";"";"1,81 m";"Angoulême CFC";"https://tmssl.akamaized.net//images/wappen/normquad/3915.png?lm=1617899387";"France";10;33;0,3;0;0;"N2";"A";"France";21;26;0,81;0;2;"N3";"VL";"France";15;30;0,5;0;0;"N2";"B";"France";22;68;0,32;1;0;"N3";"NA";"France";""
"Elissalt";"Victor";"https://img.a.transfermarkt.technology/portrait/header/516783-1669130542.png?lm=1";"France";0;161;3244;19570;651;2071;211;12;0;0;NA;"";"https://www.transfermarkt.fr/victor-elissalt/profil/spieler/516783";"23 nov. 1991 (34)";"Milieu central / Milieu offensif";"Stade Montois";"";"1,80 m";"Angoulême CFC";"https://tmssl.akamaized.net//images/wappen/normquad/3915.png?lm=1617899387";"France";32;33;0,97;3;7;"N2";"A";"France";31;34;0,91;2;3;"N2";"A";"France";30;31;0,97;0;0;"N2";"B";"France";29;34;0,85;5;7;"N2";"D";"France";""
"Diarra";"Mahamadou";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;6553;2258;714;0;18;0;0;"240 Sport";"";"https://www.transfermarkt.fr/mahamadou-diarra/profil/spieler/739071";"11 mars 1994 (32)";"Milieu central / Milieu défensif";"Louhans-Cuiseaux FC";"";"1,88 m";"Angoulême CFC";"https://tmssl.akamaized.net//images/wappen/normquad/3915.png?lm=1617899387";"France";5;16;0,31;5;0;"N2";"A";"France";12;25;0,48;1;0;"N2";"A";"France";17;28;0,61;6;0;"N2";"B";"France";15;31;0,48;1;2;"N2";"C";"France";""
"Jabi";"Salim";"https://img.a.transfermarkt.technology/portrait/header/797102-1656619372.png?lm=1";"France";0;0;0;8534;0;117;0;17;0;1;NA;"";"https://www.transfermarkt.fr/salim-jabi/profil/spieler/797102";"30 juil. 1999 (26)";"Milieu central / Milieu défensif";"FC Fleury 91";"";"1,71 m";"Angoulême CFC";"https://tmssl.akamaized.net//images/wappen/normquad/3915.png?lm=1617899387";"France";10;31;0,32;1;0;"N2";"A";"France";25;30;0,83;1;1;"N2";"B";"France";12;27;0,44;1;0;"N2";"B";"France";24;32;0,75;1;1;"N2";"A";"France";""
"Sacko";"Mouhamadou";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;1147;0;188;0;3;0;0;"Talents";"";"https://www.transfermarkt.fr/mouhamadou-sacko/profil/spieler/1306990";"20 janv. 2004 (22)";"Milieu offensif / Ailier gauche";"Tours FC";"";"";"Angoulême CFC";"https://tmssl.akamaized.net//images/wappen/normquad/3915.png?lm=1617899387";"France";6;33;0,18;2;0;"N2";"A";"France";1;34;0,03;1;0;"N2";"A";"France";0;0;0;0;0;"";"";"";0;0;0;0;0;"";"";"";""
"Makan";"Lucas";"https://img.a.transfermarkt.technology/portrait/header/774766-1669649091.png?lm=1";"France";0;0;0;2412;0;415;42;7;0;0;"SAS ASSIST & GOAL";"";"https://www.transfermarkt.fr/lucas-makan/profil/spieler/774766";"9 août 2003 (22)";"Deuxième attaquant / Avant-centre";"AS Monaco FC";"";"";"Angoulême CFC";"https://tmssl.akamaized.net//images/wappen/normquad/3915.png?lm=1617899387";"France";18;33;0,55;1;1;"N2";"A";"France";14;34;0,41;0;0;"N2";"A";"France";0;28;0;0;0;"N2";"B";"France";0;31;0;0;0;"N2";"D";"France";""
"Sila";"Kylian";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;852;1089;2568;322;0;6;0;1;"Talents";"";"https://www.transfermarkt.fr/kylian-sila/profil/spieler/1077023";"13 nov. 2002 (23)";"Avant-centre / Ailier droit";"";"";"1,88 m";"Angoulême CFC";"https://tmssl.akamaized.net//images/wappen/normquad/3915.png?lm=1617899387";"France";14;33;0,42;2;1;"N2";"A";"France";17;50;0,34;11;2;"N1/L3";"";"France";18;23;0,78;14;2;"N3";"IF";"France";5;18;0,28;2;0;"N3";"IF";"France";""
"Affamah";"Joe-Loïc";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;4698;2296;107;993;8;0;0;NA;"";"https://www.transfermarkt.fr/joe-loic-affamah/profil/spieler/644768";"29 juin 2002 (23)";"Avant-centre / Ailier droit";"FC Nantes";"";"1,75 m";"Angoulême CFC";"https://tmssl.akamaized.net//images/wappen/normquad/3915.png?lm=1617899387";"France";19;33;0,58;6;1;"N2";"A";"France";8;62;0,13;1;0;"L1";"";"France";21;45;0,47;9;0;"L1";"";"France";14;61;0,23;3;2;"L2";"";"Étranger";""
"Escarpit";"Romain";"https://img.a.transfermarkt.technology/portrait/header/395704-1669130771.png?lm=1";"France";0;0;379;6069;3100;1390;10;11;0;0;NA;"";"https://www.transfermarkt.fr/romain-escarpit/profil/spieler/395704";"20 juil. 1998 (27)";" / ";"Real Sociedad";"";"1,76 m";"Angoulême CFC";"https://tmssl.akamaized.net//images/wappen/normquad/3915.png?lm=1617899387";"France";4;23;0,17;1;0;"N2";"A";"France";0;0;0;0;0;"";"";"";31;31;1;16;0;"N2";"B";"France";21;34;0,62;6;3;"N2";"D";"France";""
